,node_id,vsn,lat,lon,addr,temp0,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp13,temp14,temp15,temp16,temp17,temp18,temp19,temp20,temp21,temp22,temp23,temp24,temp25,temp26,temp27,temp28,temp29,temp30,temp31,temp32,temp33,temp34,temp35,temp36,temp37,temp38,temp39,temp40,temp41,temp42,temp43,temp44,temp45,temp46,temp47,temp48
10,001e0610ba8f,00D,41.810342,-87.590228,Cornell & 47th St Chicago IL,2018-01-01 00:00:00: 6.04,2018-01-01 00:30:00: 6.04,2018-01-01 01:00:00: 6.04,2018-01-01 01:30:00: 6.04,2018-01-01 02:00:00: 6.04,2018-01-01 02:30:00: 6.04,2018-01-01 03:00:00: 6.04,2018-01-01 03:30:00: 6.04,2018-01-01 04:00:00: 6.04,2018-01-01 04:30:00: 6.04,2018-01-01 05:00:00: 6.04,2018-01-01 05:30:00: 6.04,2018-01-01 06:00:00: 6.04,2018-01-01 06:30:00: 6.04,2018-01-01 07:00:00: 6.04,2018-01-01 07:30:00: 6.04,2018-01-01 08:00:00: 6.04,2018-01-01 08:30:00: 6.04,2018-01-01 09:00:00: 6.04,2018-01-01 09:30:00: 6.04,2018-01-01 10:00:00: 6.04,2018-01-01 10:30:00: 6.04,2018-01-01 11:00:00: 6.04,2018-01-01 11:30:00: 6.04,2018-01-01 12:00:00: 6.04,2018-01-01 12:30:00: 6.04,2018-01-01 13:00:00: 6.04,2018-01-01 13:30:00: 6.04,2018-01-01 14:00:00: 6.04,2018-01-01 14:30:00: 6.04,2018-01-01 15:00:00: 6.04,2018-01-01 15:30:00: 6.04,2018-01-01 16:00:00: 6.04,2018-01-01 16:30:00: 6.04,2018-01-01 17:00:00: 6.04,2018-01-01 17:30:00: 6.04,2018-01-01 18:00:00: 6.04,2018-01-01 18:30:00: 6.04,2018-01-01 19:00:00: 6.04,2018-01-01 19:30:00: 6.04,2018-01-01 20:00:00: 6.04,2018-01-01 20:30:00: 6.04,2018-01-01 21:00:00: 6.04,2018-01-01 21:30:00: 6.04,2018-01-01 22:00:00: 6.04,2018-01-01 22:30:00: 6.04,2018-01-01 23:00:00: 6.04,2018-01-01 23:30:00: 6.04,2018-01-02 00:00:00: 6.04
11,001e0610bc07,03C,41.878372,-87.70604200000002,Kedzie Ave & 5th Ave Chicago IL,2018-01-01 00:00:00: -11.33,2018-01-01 00:30:00: -12.66,2018-01-01 01:00:00: -12.81,2018-01-01 01:30:00: -13.27,2018-01-01 02:00:00: -13.8,2018-01-01 02:30:00: -14.31,2018-01-01 03:00:00: -13.82,2018-01-01 03:30:00: -14.98,2018-01-01 04:00:00: -15.43,2018-01-01 04:30:00: -15.92,2018-01-01 05:00:00: -16.8,2018-01-01 05:30:00: -17.04,2018-01-01 06:00:00: -17.4,2018-01-01 06:30:00: -17.95,2018-01-01 07:00:00: -18.1,2018-01-01 07:30:00: -18.87,2018-01-01 08:00:00: -19.13,2018-01-01 08:30:00: -19.29,2018-01-01 09:00:00: -19.49,2018-01-01 09:30:00: -20.13,2018-01-01 10:00:00: -20.01,2018-01-01 10:30:00: -19.88,2018-01-01 11:00:00: -20.71,2018-01-01 11:30:00: -20.82,2018-01-01 12:00:00: -21.01,2018-01-01 12:30:00: -21.16,2018-01-01 13:00:00: -21.23,2018-01-01 13:30:00: -21.51,2018-01-01 14:00:00: -21.55,2018-01-01 14:30:00: -21.29,2018-01-01 15:00:00: -20.35,2018-01-01 15:30:00: -19.29,2018-01-01 16:00:00: -18.98,2018-01-01 16:30:00: -19.73,2018-01-01 17:00:00: -18.62,2018-01-01 17:30:00: -17.43,2018-01-01 18:00:00: -16.57,2018-01-01 18:30:00: -16.59,2018-01-01 19:00:00: -16.27,2018-01-01 19:30:00: -16.37,2018-01-01 20:00:00: -15.31,2018-01-01 20:30:00: -15.53,2018-01-01 21:00:00: -15.82,2018-01-01 21:30:00: -16.07,2018-01-01 22:00:00: -16.59,2018-01-01 22:30:00: -17.04,2018-01-01 23:00:00: -17.64,2018-01-01 23:30:00: -18.02,2018-01-02 00:00:00: -18.47
12,001e0610ba3b,006,41.858136,-87.616055,18th St & Lake Shore Dr Chicago IL,2018-01-01 00:00:00: -10.83,2018-01-01 00:30:00: -11.75,2018-01-01 01:00:00: -12.14,2018-01-01 01:30:00: -11.65,2018-01-01 02:00:00: -13.43,2018-01-01 02:30:00: -13.28,2018-01-01 03:00:00: -14.11,2018-01-01 03:30:00: -13.4,2018-01-01 04:00:00: -13.99,2018-01-01 04:30:00: -15.52,2018-01-01 05:00:00: -15.11,2018-01-01 05:30:00: -15.3,2018-01-01 06:00:00: -15.57,2018-01-01 06:30:00: -16.73,2018-01-01 07:00:00: -16.85,2018-01-01 07:30:00: -16.83,2018-01-01 08:00:00: -17.3,2018-01-01 08:30:00: -17.86,2018-01-01 09:00:00: -17.79,2018-01-01 09:30:00: -18.8,2018-01-01 10:00:00: -18.79,2018-01-01 10:30:00: -18.71,2018-01-01 11:00:00: -18.66,2018-01-01 11:30:00: -19.5,2018-01-01 12:00:00: -19.73,2018-01-01 12:30:00: -19.45,2018-01-01 13:00:00: -19.52,2018-01-01 13:30:00: -19.29,2018-01-01 14:00:00: -18.58,2018-01-01 14:30:00: -18.92,2018-01-01 15:00:00: -18.06,2018-01-01 15:30:00: -16.22,2018-01-01 16:00:00: -17.05,2018-01-01 16:30:00: -16.71,2018-01-01 17:00:00: -16.03,2018-01-01 17:30:00: -14.68,2018-01-01 18:00:00: -16.27,2018-01-01 18:30:00: -14.38,2018-01-01 19:00:00: -14.85,2018-01-01 19:30:00: -14.85,2018-01-01 20:00:00: -11.93,2018-01-01 20:30:00: -12.55,2018-01-01 21:00:00: -13.65,2018-01-01 21:30:00: -15.39,2018-01-01 22:00:00: -14.47,2018-01-01 22:30:00: -15.47,2018-01-01 23:00:00: -16.72,2018-01-01 23:30:00: -17.0,2018-01-02 00:00:00: -17.15
13,001e0610ee61,03F,41.880732,-87.72565999999998,Pulaski Rd & Madison St Chicago IL,2018-01-01 00:00:00: -12.08,2018-01-01 00:30:00: -12.64,2018-01-01 01:00:00: -13.52,2018-01-01 01:30:00: -13.59,2018-01-01 02:00:00: -14.2,2018-01-01 02:30:00: -14.77,2018-01-01 03:00:00: -15.02,2018-01-01 03:30:00: -15.1,2018-01-01 04:00:00: -15.68,2018-01-01 04:30:00: -16.0,2018-01-01 05:00:00: -16.61,2018-01-01 05:30:00: -16.54,2018-01-01 06:00:00: -17.23,2018-01-01 06:30:00: -17.69,2018-01-01 07:00:00: -18.26,2018-01-01 07:30:00: -18.79,2018-01-01 08:00:00: -18.53,2018-01-01 08:30:00: -19.16,2018-01-01 09:00:00: -19.84,2018-01-01 09:30:00: -19.66,2018-01-01 10:00:00: -19.67,2018-01-01 10:30:00: -20.23,2018-01-01 11:00:00: -20.24,2018-01-01 11:30:00: -20.2,2018-01-01 12:00:00: -20.6,2018-01-01 12:30:00: -20.61,2018-01-01 13:00:00: -20.82,2018-01-01 13:30:00: -21.29,2018-01-01 14:00:00: -20.79,2018-01-01 14:30:00: -20.07,2018-01-01 15:00:00: -20.01,2018-01-01 15:30:00: -18.18,2018-01-01 16:00:00: -17.76,2018-01-01 16:30:00: -17.55,2018-01-01 17:00:00: -16.83,2018-01-01 17:30:00: -16.08,2018-01-01 18:00:00: -16.34,2018-01-01 18:30:00: -16.04,2018-01-01 19:00:00: -15.32,2018-01-01 19:30:00: -15.22,2018-01-01 20:00:00: -14.16,2018-01-01 20:30:00: -13.47,2018-01-01 21:00:00: -14.37,2018-01-01 21:30:00: -14.83,2018-01-01 22:00:00: -14.47,2018-01-01 22:30:00: -15.74,2018-01-01 23:00:00: -16.33,2018-01-01 23:30:00: -16.96,2018-01-02 00:00:00: -17.2
14,001e0610ef26,03D,41.88431,-87.64743100000003,Halsted St & Randolph St Chicago IL,2018-01-01 00:00:00: 1.08,2018-01-01 00:30:00: 1.08,2018-01-01 01:00:00: 1.08,2018-01-01 01:30:00: 1.08,2018-01-01 02:00:00: 1.08,2018-01-01 02:30:00: 1.08,2018-01-01 03:00:00: 1.08,2018-01-01 03:30:00: 1.08,2018-01-01 04:00:00: 1.08,2018-01-01 04:30:00: 1.08,2018-01-01 05:00:00: 1.08,2018-01-01 05:30:00: 1.08,2018-01-01 06:00:00: 1.08,2018-01-01 06:30:00: 1.08,2018-01-01 07:00:00: 1.08,2018-01-01 07:30:00: 1.08,2018-01-01 08:00:00: 1.08,2018-01-01 08:30:00: 1.08,2018-01-01 09:00:00: 1.08,2018-01-01 09:30:00: 1.08,2018-01-01 10:00:00: 1.08,2018-01-01 10:30:00: 1.08,2018-01-01 11:00:00: 1.08,2018-01-01 11:30:00: 1.08,2018-01-01 12:00:00: 1.08,2018-01-01 12:30:00: 1.08,2018-01-01 13:00:00: 1.08,2018-01-01 13:30:00: 1.08,2018-01-01 14:00:00: 1.08,2018-01-01 14:30:00: 1.08,2018-01-01 15:00:00: 1.08,2018-01-01 15:30:00: 1.08,2018-01-01 16:00:00: 1.08,2018-01-01 16:30:00: 1.08,2018-01-01 17:00:00: 1.08,2018-01-01 17:30:00: 1.08,2018-01-01 18:00:00: 1.08,2018-01-01 18:30:00: 1.08,2018-01-01 19:00:00: 1.08,2018-01-01 19:30:00: 1.08,2018-01-01 20:00:00: 1.08,2018-01-01 20:30:00: 1.08,2018-01-01 21:00:00: 1.08,2018-01-01 21:30:00: 1.08,2018-01-01 22:00:00: 1.08,2018-01-01 22:30:00: 1.08,2018-01-01 23:00:00: 1.08,2018-01-01 23:30:00: 1.08,2018-01-02 00:00:00: 1.08
15,001e06115365,06E,41.78843,-87.59913,UChicago Chicago IL,2018-01-01 00:00:00: 7.2,2018-01-01 00:30:00: 7.2,2018-01-01 01:00:00: 7.2,2018-01-01 01:30:00: 7.2,2018-01-01 02:00:00: 7.2,2018-01-01 02:30:00: 7.2,2018-01-01 03:00:00: 7.2,2018-01-01 03:30:00: 7.2,2018-01-01 04:00:00: 7.2,2018-01-01 04:30:00: 7.2,2018-01-01 05:00:00: 7.2,2018-01-01 05:30:00: 7.2,2018-01-01 06:00:00: 7.2,2018-01-01 06:30:00: 7.2,2018-01-01 07:00:00: 7.2,2018-01-01 07:30:00: 7.2,2018-01-01 08:00:00: 7.2,2018-01-01 08:30:00: 7.2,2018-01-01 09:00:00: 7.2,2018-01-01 09:30:00: 7.2,2018-01-01 10:00:00: 7.2,2018-01-01 10:30:00: 7.2,2018-01-01 11:00:00: 7.2,2018-01-01 11:30:00: 7.2,2018-01-01 12:00:00: 7.2,2018-01-01 12:30:00: 7.2,2018-01-01 13:00:00: 7.2,2018-01-01 13:30:00: 7.2,2018-01-01 14:00:00: 7.2,2018-01-01 14:30:00: 7.2,2018-01-01 15:00:00: 7.2,2018-01-01 15:30:00: 7.2,2018-01-01 16:00:00: 7.2,2018-01-01 16:30:00: 7.2,2018-01-01 17:00:00: 7.2,2018-01-01 17:30:00: 7.2,2018-01-01 18:00:00: 7.2,2018-01-01 18:30:00: 7.2,2018-01-01 19:00:00: 7.2,2018-01-01 19:30:00: 7.2,2018-01-01 20:00:00: 7.2,2018-01-01 20:30:00: 7.2,2018-01-01 21:00:00: 7.2,2018-01-01 21:30:00: 7.2,2018-01-01 22:00:00: 7.2,2018-01-01 22:30:00: 7.2,2018-01-01 23:00:00: 7.2,2018-01-01 23:30:00: 7.2,2018-01-02 00:00:00: 7.2
16,001e061144be,890,41.792543,-87.600008,UChicago. Regenstine Chicago IL,2018-01-01 00:00:00: 11.1,2018-01-01 00:30:00: 11.1,2018-01-01 01:00:00: 11.1,2018-01-01 01:30:00: 11.1,2018-01-01 02:00:00: 11.1,2018-01-01 02:30:00: 11.1,2018-01-01 03:00:00: 11.1,2018-01-01 03:30:00: 11.1,2018-01-01 04:00:00: 11.1,2018-01-01 04:30:00: 11.1,2018-01-01 05:00:00: 11.1,2018-01-01 05:30:00: 11.1,2018-01-01 06:00:00: 11.1,2018-01-01 06:30:00: 11.1,2018-01-01 07:00:00: 11.1,2018-01-01 07:30:00: 11.1,2018-01-01 08:00:00: 11.1,2018-01-01 08:30:00: 11.1,2018-01-01 09:00:00: 11.1,2018-01-01 09:30:00: 11.1,2018-01-01 10:00:00: 11.1,2018-01-01 10:30:00: 11.1,2018-01-01 11:00:00: 11.1,2018-01-01 11:30:00: 11.1,2018-01-01 12:00:00: 11.1,2018-01-01 12:30:00: 11.1,2018-01-01 13:00:00: 11.1,2018-01-01 13:30:00: 11.1,2018-01-01 14:00:00: 11.1,2018-01-01 14:30:00: 11.1,2018-01-01 15:00:00: 11.1,2018-01-01 15:30:00: 11.1,2018-01-01 16:00:00: 11.1,2018-01-01 16:30:00: 11.1,2018-01-01 17:00:00: 11.1,2018-01-01 17:30:00: 11.1,2018-01-01 18:00:00: 11.1,2018-01-01 18:30:00: 11.1,2018-01-01 19:00:00: 11.1,2018-01-01 19:30:00: 11.1,2018-01-01 20:00:00: 11.1,2018-01-01 20:30:00: 11.1,2018-01-01 21:00:00: 11.1,2018-01-01 21:30:00: 11.1,2018-01-01 22:00:00: 11.1,2018-01-01 22:30:00: 11.1,2018-01-01 23:00:00: 11.1,2018-01-01 23:30:00: 11.1,2018-01-02 00:00:00: 11.1
17,001e0610ee43,08B,41.788608,-87.598713,UChicago Chicago IL,2018-01-01 00:00:00: 4.1,2018-01-01 00:30:00: 4.1,2018-01-01 01:00:00: 4.1,2018-01-01 01:30:00: 4.1,2018-01-01 02:00:00: 4.1,2018-01-01 02:30:00: 4.1,2018-01-01 03:00:00: 4.1,2018-01-01 03:30:00: 4.1,2018-01-01 04:00:00: 4.1,2018-01-01 04:30:00: 4.1,2018-01-01 05:00:00: 4.1,2018-01-01 05:30:00: 4.1,2018-01-01 06:00:00: 4.1,2018-01-01 06:30:00: 4.1,2018-01-01 07:00:00: 4.1,2018-01-01 07:30:00: 4.1,2018-01-01 08:00:00: 4.1,2018-01-01 08:30:00: 4.1,2018-01-01 09:00:00: 4.1,2018-01-01 09:30:00: 4.1,2018-01-01 10:00:00: 4.1,2018-01-01 10:30:00: 4.1,2018-01-01 11:00:00: 4.1,2018-01-01 11:30:00: 4.1,2018-01-01 12:00:00: 4.1,2018-01-01 12:30:00: 4.1,2018-01-01 13:00:00: 4.1,2018-01-01 13:30:00: 4.1,2018-01-01 14:00:00: 4.1,2018-01-01 14:30:00: 4.1,2018-01-01 15:00:00: 4.1,2018-01-01 15:30:00: 4.1,2018-01-01 16:00:00: 4.1,2018-01-01 16:30:00: 4.1,2018-01-01 17:00:00: 4.1,2018-01-01 17:30:00: 4.1,2018-01-01 18:00:00: 4.1,2018-01-01 18:30:00: 4.1,2018-01-01 19:00:00: 4.1,2018-01-01 19:30:00: 4.1,2018-01-01 20:00:00: 4.1,2018-01-01 20:30:00: 4.1,2018-01-01 21:00:00: 4.1,2018-01-01 21:30:00: 4.1,2018-01-01 22:00:00: 4.1,2018-01-01 22:30:00: 4.1,2018-01-01 23:00:00: 4.1,2018-01-01 23:30:00: 4.1,2018-01-02 00:00:00: 4.1
18,001e0610f6db,06D,41.791329,-87.598677,Hutchinson Commons UChicago Chicago IL,2018-01-01 00:00:00: 9.04,2018-01-01 00:30:00: 9.04,2018-01-01 01:00:00: 9.04,2018-01-01 01:30:00: 9.04,2018-01-01 02:00:00: 9.04,2018-01-01 02:30:00: 9.04,2018-01-01 03:00:00: 9.04,2018-01-01 03:30:00: 9.04,2018-01-01 04:00:00: 9.04,2018-01-01 04:30:00: 9.04,2018-01-01 05:00:00: 9.04,2018-01-01 05:30:00: 9.04,2018-01-01 06:00:00: 9.04,2018-01-01 06:30:00: 9.04,2018-01-01 07:00:00: 9.04,2018-01-01 07:30:00: 9.04,2018-01-01 08:00:00: 9.04,2018-01-01 08:30:00: 9.04,2018-01-01 09:00:00: 9.04,2018-01-01 09:30:00: 9.04,2018-01-01 10:00:00: 9.04,2018-01-01 10:30:00: 9.04,2018-01-01 11:00:00: 9.04,2018-01-01 11:30:00: 9.04,2018-01-01 12:00:00: 9.04,2018-01-01 12:30:00: 9.04,2018-01-01 13:00:00: 9.04,2018-01-01 13:30:00: 9.04,2018-01-01 14:00:00: 9.04,2018-01-01 14:30:00: 9.04,2018-01-01 15:00:00: 9.04,2018-01-01 15:30:00: 9.04,2018-01-01 16:00:00: 9.04,2018-01-01 16:30:00: 9.04,2018-01-01 17:00:00: 9.04,2018-01-01 17:30:00: 9.04,2018-01-01 18:00:00: 9.04,2018-01-01 18:30:00: 9.04,2018-01-01 19:00:00: 9.04,2018-01-01 19:30:00: 9.04,2018-01-01 20:00:00: 9.04,2018-01-01 20:30:00: 9.04,2018-01-01 21:00:00: 9.04,2018-01-01 21:30:00: 9.04,2018-01-01 22:00:00: 9.04,2018-01-01 22:30:00: 9.04,2018-01-01 23:00:00: 9.04,2018-01-01 23:30:00: 9.04,2018-01-02 00:00:00: 9.04
19,001e0611537d,071,41.794167,-87.601646,Ratner Hall UChicago Chicago IL,2018-01-01 00:00:00: 5.76,2018-01-01 00:30:00: 5.76,2018-01-01 01:00:00: 5.76,2018-01-01 01:30:00: 5.76,2018-01-01 02:00:00: 5.76,2018-01-01 02:30:00: 5.76,2018-01-01 03:00:00: 5.76,2018-01-01 03:30:00: 5.76,2018-01-01 04:00:00: 5.76,2018-01-01 04:30:00: 5.76,2018-01-01 05:00:00: 5.76,2018-01-01 05:30:00: 5.76,2018-01-01 06:00:00: 5.76,2018-01-01 06:30:00: 5.76,2018-01-01 07:00:00: 5.76,2018-01-01 07:30:00: 5.76,2018-01-01 08:00:00: 5.76,2018-01-01 08:30:00: 5.76,2018-01-01 09:00:00: 5.76,2018-01-01 09:30:00: 5.76,2018-01-01 10:00:00: 5.76,2018-01-01 10:30:00: 5.76,2018-01-01 11:00:00: 5.76,2018-01-01 11:30:00: 5.76,2018-01-01 12:00:00: 5.76,2018-01-01 12:30:00: 5.76,2018-01-01 13:00:00: 5.76,2018-01-01 13:30:00: 5.76,2018-01-01 14:00:00: 5.76,2018-01-01 14:30:00: 5.76,2018-01-01 15:00:00: 5.76,2018-01-01 15:30:00: 5.76,2018-01-01 16:00:00: 5.76,2018-01-01 16:30:00: 5.76,2018-01-01 17:00:00: 5.76,2018-01-01 17:30:00: 5.76,2018-01-01 18:00:00: 5.76,2018-01-01 18:30:00: 5.76,2018-01-01 19:00:00: 5.76,2018-01-01 19:30:00: 5.76,2018-01-01 20:00:00: 5.76,2018-01-01 20:30:00: 5.76,2018-01-01 21:00:00: 5.76,2018-01-01 21:30:00: 5.76,2018-01-01 22:00:00: 5.76,2018-01-01 22:30:00: 5.76,2018-01-01 23:00:00: 5.76,2018-01-01 23:30:00: 5.76,2018-01-02 00:00:00: 5.76
