,date,data
0,2018-01-01 00:00:00,16.64
1,2018-01-01 00:30:00,16.64
2,2018-01-01 01:00:00,16.64
3,2018-01-01 01:30:00,16.64
4,2018-01-01 02:00:00,16.64
5,2018-01-01 02:30:00,16.64
6,2018-01-01 03:00:00,16.64
7,2018-01-01 03:30:00,16.64
8,2018-01-01 04:00:00,16.64
9,2018-01-01 04:30:00,16.64
10,2018-01-01 05:00:00,16.64
11,2018-01-01 05:30:00,16.64
12,2018-01-01 06:00:00,16.64
13,2018-01-01 06:30:00,16.64
14,2018-01-01 07:00:00,16.64
15,2018-01-01 07:30:00,16.64
16,2018-01-01 08:00:00,16.64
17,2018-01-01 08:30:00,16.64
18,2018-01-01 09:00:00,16.64
19,2018-01-01 09:30:00,16.64
20,2018-01-01 10:00:00,16.64
21,2018-01-01 10:30:00,16.64
22,2018-01-01 11:00:00,16.64
23,2018-01-01 11:30:00,16.64
24,2018-01-01 12:00:00,16.64
25,2018-01-01 12:30:00,16.64
26,2018-01-01 13:00:00,16.64
27,2018-01-01 13:30:00,16.64
28,2018-01-01 14:00:00,16.64
29,2018-01-01 14:30:00,16.64
30,2018-01-01 15:00:00,16.64
31,2018-01-01 15:30:00,16.64
32,2018-01-01 16:00:00,16.64
33,2018-01-01 16:30:00,16.64
34,2018-01-01 17:00:00,16.64
35,2018-01-01 17:30:00,16.64
36,2018-01-01 18:00:00,16.64
37,2018-01-01 18:30:00,16.64
38,2018-01-01 19:00:00,16.64
39,2018-01-01 19:30:00,16.64
40,2018-01-01 20:00:00,16.64
41,2018-01-01 20:30:00,16.64
42,2018-01-01 21:00:00,16.64
43,2018-01-01 21:30:00,16.64
44,2018-01-01 22:00:00,16.64
45,2018-01-01 22:30:00,16.64
46,2018-01-01 23:00:00,16.64
47,2018-01-01 23:30:00,16.64
48,2018-01-02 00:00:00,16.64
