,date,data
0,2018-01-01 00:00:00,8.28
1,2018-01-01 00:30:00,8.28
2,2018-01-01 01:00:00,8.28
3,2018-01-01 01:30:00,8.28
4,2018-01-01 02:00:00,8.28
5,2018-01-01 02:30:00,8.28
6,2018-01-01 03:00:00,8.28
7,2018-01-01 03:30:00,8.28
8,2018-01-01 04:00:00,8.28
9,2018-01-01 04:30:00,8.28
10,2018-01-01 05:00:00,8.28
11,2018-01-01 05:30:00,8.28
12,2018-01-01 06:00:00,8.28
13,2018-01-01 06:30:00,8.28
14,2018-01-01 07:00:00,8.28
15,2018-01-01 07:30:00,8.28
16,2018-01-01 08:00:00,8.28
17,2018-01-01 08:30:00,8.28
18,2018-01-01 09:00:00,8.28
19,2018-01-01 09:30:00,8.28
20,2018-01-01 10:00:00,8.28
21,2018-01-01 10:30:00,8.28
22,2018-01-01 11:00:00,8.28
23,2018-01-01 11:30:00,8.28
24,2018-01-01 12:00:00,8.28
25,2018-01-01 12:30:00,8.28
26,2018-01-01 13:00:00,8.28
27,2018-01-01 13:30:00,8.28
28,2018-01-01 14:00:00,8.28
29,2018-01-01 14:30:00,8.28
30,2018-01-01 15:00:00,8.28
31,2018-01-01 15:30:00,8.28
32,2018-01-01 16:00:00,8.28
33,2018-01-01 16:30:00,8.28
34,2018-01-01 17:00:00,8.28
35,2018-01-01 17:30:00,8.28
36,2018-01-01 18:00:00,8.28
37,2018-01-01 18:30:00,8.28
38,2018-01-01 19:00:00,8.28
39,2018-01-01 19:30:00,8.28
40,2018-01-01 20:00:00,8.28
41,2018-01-01 20:30:00,8.28
42,2018-01-01 21:00:00,8.28
43,2018-01-01 21:30:00,8.28
44,2018-01-01 22:00:00,8.28
45,2018-01-01 22:30:00,8.28
46,2018-01-01 23:00:00,8.28
47,2018-01-01 23:30:00,8.28
48,2018-01-02 00:00:00,8.28
