,date,data
0,2018-01-01 00:00:00,-10.83
1,2018-01-01 00:30:00,-11.75
2,2018-01-01 01:00:00,-12.14
3,2018-01-01 01:30:00,-11.65
4,2018-01-01 02:00:00,-13.43
5,2018-01-01 02:30:00,-13.28
6,2018-01-01 03:00:00,-14.11
7,2018-01-01 03:30:00,-13.4
8,2018-01-01 04:00:00,-13.99
9,2018-01-01 04:30:00,-15.52
10,2018-01-01 05:00:00,-15.11
11,2018-01-01 05:30:00,-15.3
12,2018-01-01 06:00:00,-15.57
13,2018-01-01 06:30:00,-16.73
14,2018-01-01 07:00:00,-16.85
15,2018-01-01 07:30:00,-16.83
16,2018-01-01 08:00:00,-17.3
17,2018-01-01 08:30:00,-17.86
18,2018-01-01 09:00:00,-17.79
19,2018-01-01 09:30:00,-18.8
20,2018-01-01 10:00:00,-18.79
21,2018-01-01 10:30:00,-18.71
22,2018-01-01 11:00:00,-18.66
23,2018-01-01 11:30:00,-19.5
24,2018-01-01 12:00:00,-19.73
25,2018-01-01 12:30:00,-19.45
26,2018-01-01 13:00:00,-19.52
27,2018-01-01 13:30:00,-19.29
28,2018-01-01 14:00:00,-18.58
29,2018-01-01 14:30:00,-18.92
30,2018-01-01 15:00:00,-18.06
31,2018-01-01 15:30:00,-16.22
32,2018-01-01 16:00:00,-17.05
33,2018-01-01 16:30:00,-16.71
34,2018-01-01 17:00:00,-16.03
35,2018-01-01 17:30:00,-14.68
36,2018-01-01 18:00:00,-16.27
37,2018-01-01 18:30:00,-14.38
38,2018-01-01 19:00:00,-14.85
39,2018-01-01 19:30:00,-14.85
40,2018-01-01 20:00:00,-11.93
41,2018-01-01 20:30:00,-12.55
42,2018-01-01 21:00:00,-13.65
43,2018-01-01 21:30:00,-15.39
44,2018-01-01 22:00:00,-14.47
45,2018-01-01 22:30:00,-15.47
46,2018-01-01 23:00:00,-16.72
47,2018-01-01 23:30:00,-17.0
48,2018-01-02 00:00:00,-17.15
