,date,data
0,2018-01-01 00:00:00,16.46
1,2018-01-01 00:30:00,16.46
2,2018-01-01 01:00:00,16.46
3,2018-01-01 01:30:00,16.46
4,2018-01-01 02:00:00,16.46
5,2018-01-01 02:30:00,16.46
6,2018-01-01 03:00:00,16.46
7,2018-01-01 03:30:00,16.46
8,2018-01-01 04:00:00,16.46
9,2018-01-01 04:30:00,16.46
10,2018-01-01 05:00:00,16.46
11,2018-01-01 05:30:00,16.46
12,2018-01-01 06:00:00,16.46
13,2018-01-01 06:30:00,16.46
14,2018-01-01 07:00:00,16.46
15,2018-01-01 07:30:00,16.46
16,2018-01-01 08:00:00,16.46
17,2018-01-01 08:30:00,16.46
18,2018-01-01 09:00:00,16.46
19,2018-01-01 09:30:00,16.46
20,2018-01-01 10:00:00,16.46
21,2018-01-01 10:30:00,16.46
22,2018-01-01 11:00:00,16.46
23,2018-01-01 11:30:00,16.46
24,2018-01-01 12:00:00,16.46
25,2018-01-01 12:30:00,16.46
26,2018-01-01 13:00:00,16.46
27,2018-01-01 13:30:00,16.46
28,2018-01-01 14:00:00,16.46
29,2018-01-01 14:30:00,16.46
30,2018-01-01 15:00:00,16.46
31,2018-01-01 15:30:00,16.46
32,2018-01-01 16:00:00,16.46
33,2018-01-01 16:30:00,16.46
34,2018-01-01 17:00:00,16.46
35,2018-01-01 17:30:00,16.46
36,2018-01-01 18:00:00,16.46
37,2018-01-01 18:30:00,16.46
38,2018-01-01 19:00:00,16.46
39,2018-01-01 19:30:00,16.46
40,2018-01-01 20:00:00,16.46
41,2018-01-01 20:30:00,16.46
42,2018-01-01 21:00:00,16.46
43,2018-01-01 21:30:00,16.46
44,2018-01-01 22:00:00,16.46
45,2018-01-01 22:30:00,16.46
46,2018-01-01 23:00:00,16.46
47,2018-01-01 23:30:00,16.46
48,2018-01-02 00:00:00,16.46
