,date,data
0,2018-01-01 00:00:00,0.27
1,2018-01-01 00:30:00,0.27
2,2018-01-01 01:00:00,0.27
3,2018-01-01 01:30:00,0.27
4,2018-01-01 02:00:00,0.27
5,2018-01-01 02:30:00,0.27
6,2018-01-01 03:00:00,0.27
7,2018-01-01 03:30:00,0.27
8,2018-01-01 04:00:00,0.27
9,2018-01-01 04:30:00,0.27
10,2018-01-01 05:00:00,0.27
11,2018-01-01 05:30:00,0.27
12,2018-01-01 06:00:00,0.27
13,2018-01-01 06:30:00,0.27
14,2018-01-01 07:00:00,0.27
15,2018-01-01 07:30:00,0.27
16,2018-01-01 08:00:00,0.27
17,2018-01-01 08:30:00,0.27
18,2018-01-01 09:00:00,0.27
19,2018-01-01 09:30:00,0.27
20,2018-01-01 10:00:00,0.27
21,2018-01-01 10:30:00,0.27
22,2018-01-01 11:00:00,0.27
23,2018-01-01 11:30:00,0.27
24,2018-01-01 12:00:00,0.27
25,2018-01-01 12:30:00,0.27
26,2018-01-01 13:00:00,0.27
27,2018-01-01 13:30:00,0.27
28,2018-01-01 14:00:00,0.27
29,2018-01-01 14:30:00,0.27
30,2018-01-01 15:00:00,0.27
31,2018-01-01 15:30:00,0.27
32,2018-01-01 16:00:00,0.27
33,2018-01-01 16:30:00,0.27
34,2018-01-01 17:00:00,0.27
35,2018-01-01 17:30:00,0.27
36,2018-01-01 18:00:00,0.27
37,2018-01-01 18:30:00,0.27
38,2018-01-01 19:00:00,0.27
39,2018-01-01 19:30:00,0.27
40,2018-01-01 20:00:00,0.27
41,2018-01-01 20:30:00,0.27
42,2018-01-01 21:00:00,0.27
43,2018-01-01 21:30:00,0.27
44,2018-01-01 22:00:00,0.27
45,2018-01-01 22:30:00,0.27
46,2018-01-01 23:00:00,0.27
47,2018-01-01 23:30:00,0.27
48,2018-01-02 00:00:00,0.27
