,date,data
0,2018-01-01 00:00:00,-0.06
1,2018-01-01 00:30:00,-0.06
2,2018-01-01 01:00:00,-0.06
3,2018-01-01 01:30:00,-0.06
4,2018-01-01 02:00:00,-0.06
5,2018-01-01 02:30:00,-0.06
6,2018-01-01 03:00:00,-0.06
7,2018-01-01 03:30:00,-0.06
8,2018-01-01 04:00:00,-0.06
9,2018-01-01 04:30:00,-0.06
10,2018-01-01 05:00:00,-0.06
11,2018-01-01 05:30:00,-0.06
12,2018-01-01 06:00:00,-0.06
13,2018-01-01 06:30:00,-0.06
14,2018-01-01 07:00:00,-0.06
15,2018-01-01 07:30:00,-0.06
16,2018-01-01 08:00:00,-0.06
17,2018-01-01 08:30:00,-0.06
18,2018-01-01 09:00:00,-0.06
19,2018-01-01 09:30:00,-0.06
20,2018-01-01 10:00:00,-0.06
21,2018-01-01 10:30:00,-0.06
22,2018-01-01 11:00:00,-0.06
23,2018-01-01 11:30:00,-0.06
24,2018-01-01 12:00:00,-0.06
25,2018-01-01 12:30:00,-0.06
26,2018-01-01 13:00:00,-0.06
27,2018-01-01 13:30:00,-0.06
28,2018-01-01 14:00:00,-0.06
29,2018-01-01 14:30:00,-0.06
30,2018-01-01 15:00:00,-0.06
31,2018-01-01 15:30:00,-0.06
32,2018-01-01 16:00:00,-0.06
33,2018-01-01 16:30:00,-0.06
34,2018-01-01 17:00:00,-0.06
35,2018-01-01 17:30:00,-0.06
36,2018-01-01 18:00:00,-0.06
37,2018-01-01 18:30:00,-0.06
38,2018-01-01 19:00:00,-0.06
39,2018-01-01 19:30:00,-0.06
40,2018-01-01 20:00:00,-0.06
41,2018-01-01 20:30:00,-0.06
42,2018-01-01 21:00:00,-0.06
43,2018-01-01 21:30:00,-0.06
44,2018-01-01 22:00:00,-0.06
45,2018-01-01 22:30:00,-0.06
46,2018-01-01 23:00:00,-0.06
47,2018-01-01 23:30:00,-0.06
48,2018-01-02 00:00:00,-0.06
