,date,data
0,2018-01-01 00:00:00,6.04
1,2018-01-01 00:30:00,6.04
2,2018-01-01 01:00:00,6.04
3,2018-01-01 01:30:00,6.04
4,2018-01-01 02:00:00,6.04
5,2018-01-01 02:30:00,6.04
6,2018-01-01 03:00:00,6.04
7,2018-01-01 03:30:00,6.04
8,2018-01-01 04:00:00,6.04
9,2018-01-01 04:30:00,6.04
10,2018-01-01 05:00:00,6.04
11,2018-01-01 05:30:00,6.04
12,2018-01-01 06:00:00,6.04
13,2018-01-01 06:30:00,6.04
14,2018-01-01 07:00:00,6.04
15,2018-01-01 07:30:00,6.04
16,2018-01-01 08:00:00,6.04
17,2018-01-01 08:30:00,6.04
18,2018-01-01 09:00:00,6.04
19,2018-01-01 09:30:00,6.04
20,2018-01-01 10:00:00,6.04
21,2018-01-01 10:30:00,6.04
22,2018-01-01 11:00:00,6.04
23,2018-01-01 11:30:00,6.04
24,2018-01-01 12:00:00,6.04
25,2018-01-01 12:30:00,6.04
26,2018-01-01 13:00:00,6.04
27,2018-01-01 13:30:00,6.04
28,2018-01-01 14:00:00,6.04
29,2018-01-01 14:30:00,6.04
30,2018-01-01 15:00:00,6.04
31,2018-01-01 15:30:00,6.04
32,2018-01-01 16:00:00,6.04
33,2018-01-01 16:30:00,6.04
34,2018-01-01 17:00:00,6.04
35,2018-01-01 17:30:00,6.04
36,2018-01-01 18:00:00,6.04
37,2018-01-01 18:30:00,6.04
38,2018-01-01 19:00:00,6.04
39,2018-01-01 19:30:00,6.04
40,2018-01-01 20:00:00,6.04
41,2018-01-01 20:30:00,6.04
42,2018-01-01 21:00:00,6.04
43,2018-01-01 21:30:00,6.04
44,2018-01-01 22:00:00,6.04
45,2018-01-01 22:30:00,6.04
46,2018-01-01 23:00:00,6.04
47,2018-01-01 23:30:00,6.04
48,2018-01-02 00:00:00,6.04
