,date,data
0,2018-01-01 00:00:00,27.74
1,2018-01-01 00:30:00,27.74
2,2018-01-01 01:00:00,27.74
3,2018-01-01 01:30:00,27.74
4,2018-01-01 02:00:00,27.74
5,2018-01-01 02:30:00,27.74
6,2018-01-01 03:00:00,27.74
7,2018-01-01 03:30:00,27.74
8,2018-01-01 04:00:00,27.74
9,2018-01-01 04:30:00,27.74
10,2018-01-01 05:00:00,27.74
11,2018-01-01 05:30:00,27.74
12,2018-01-01 06:00:00,27.74
13,2018-01-01 06:30:00,27.74
14,2018-01-01 07:00:00,27.74
15,2018-01-01 07:30:00,27.74
16,2018-01-01 08:00:00,27.74
17,2018-01-01 08:30:00,27.74
18,2018-01-01 09:00:00,27.74
19,2018-01-01 09:30:00,27.74
20,2018-01-01 10:00:00,27.74
21,2018-01-01 10:30:00,27.74
22,2018-01-01 11:00:00,27.74
23,2018-01-01 11:30:00,27.74
24,2018-01-01 12:00:00,27.74
25,2018-01-01 12:30:00,27.74
26,2018-01-01 13:00:00,27.74
27,2018-01-01 13:30:00,27.74
28,2018-01-01 14:00:00,27.74
29,2018-01-01 14:30:00,27.74
30,2018-01-01 15:00:00,27.74
31,2018-01-01 15:30:00,27.74
32,2018-01-01 16:00:00,27.74
33,2018-01-01 16:30:00,27.74
34,2018-01-01 17:00:00,27.74
35,2018-01-01 17:30:00,27.74
36,2018-01-01 18:00:00,27.74
37,2018-01-01 18:30:00,27.74
38,2018-01-01 19:00:00,27.74
39,2018-01-01 19:30:00,27.74
40,2018-01-01 20:00:00,27.74
41,2018-01-01 20:30:00,27.74
42,2018-01-01 21:00:00,27.74
43,2018-01-01 21:30:00,27.74
44,2018-01-01 22:00:00,27.74
45,2018-01-01 22:30:00,27.74
46,2018-01-01 23:00:00,27.74
47,2018-01-01 23:30:00,27.74
48,2018-01-02 00:00:00,27.74
